codigo;sitio;ano;transecto
ISPMCB-261011-AH-I-5-2-F;Cueva del Biólogo;2011;5
ISPMCB-261011-AH-I-5-3-F;Cueva del Biólogo;2011;6
ISPMCB-261011-JT-I-20-1-F;Cueva del Biólogo;2011;7
ISPMCB-261011-JT-I-20-2-F;Cueva del Biólogo;2011;8
ISPMCB-261011-JT-I-20-3-F;Cueva del Biólogo;2011;9
ISPMCB-261011-LE-I-10-1-F;Cueva del Biólogo;2011;10
ISPMCB-261011-LE-I-10-2-F;Cueva del Biólogo;2011;11
ISPMCB-261011-LE-I-10-3-F;Cueva del Biólogo;2011;12
ISPMCB-261011-RS-D-10-1-F;Cueva del Biólogo;2011;13
ISPMCB-261011-RS-D-10-2-F;Cueva del Biólogo;2011;14
ISPMCB-261011-RS-D-10-3-F;Cueva del Biólogo;2011;15
ISPMCB-261011-SD-D-20-1-F;Cueva del Biólogo;2011;16
ISPMCB-261011-SD-D-20-2-F;Cueva del Biólogo;2011;17
ISPMCB-261011-SD-D-20-3-F;Cueva del Biólogo;2011;18
ISPMCB-261011-UB-D-15-1-F;Cueva del Biólogo;2011;19
ISPMCB-261011-UB-D-15-2-F;Cueva del Biólogo;2011;20
ISPMCB-261011-UB-D-15-3-F;Cueva del Biólogo;2011;21
ISPMCB-261011-UB-I-15-1-F;Cueva del Biólogo;2011;22
ISPMCB-261011-UB-I-15-2-F;Cueva del Biólogo;2011;23
ISPMCB-261011-UB-I-15-3-F;Cueva del Biólogo;2011;24
ISPMLM-261011-AH-D-5-1-F;Los Morritos;2011;1
ISPMLM-261011-AH-D-5-2-F;Los Morritos;2011;2
ISPMLM-261011-AH-D-5-3-F;Los Morritos;2011;3
ISPMLM-261011-AH-I-5-1-F;Los Morritos;2011;4
ISPMLM-261011-AH-I-5-2-F;Los Morritos;2011;5
ISPMLM-261011-AH-I-5-3-F;Los Morritos;2011;6
ISPMLM-261011-JT-I-15-1-F;Los Morritos;2011;7
ISPMLM-261011-JT-I-15-2-F;Los Morritos;2011;8
ISPMLM-261011-JT-I-15-3-F;Los Morritos;2011;9
ISPMLM-261011-LE-D-20-1-F;Los Morritos;2011;10
ISPMLM-261011-LE-D-20-2-F;Los Morritos;2011;11
ISPMLM-261011-LE-D-20-3-F;Los Morritos;2011;12
ISPMLM-261011-NB-D-10-1-F;Los Morritos;2011;13
ISPMLM-261011-NB-D-10-2-F;Los Morritos;2011;14
ISPMLM-261011-NB-D-10-3-F;Los Morritos;2011;15
ISPMLM-261011-NB-I-10-1-F;Los Morritos;2011;16
ISPMLM-261011-NB-I-10-2-F;Los Morritos;2011;17
ISPMLM-261011-NB-I-10-3-F;Los Morritos;2011;18
ISPMLM-261011-RS-I-20-1-F;Los Morritos;2011;19
ISPMLM-261011-RS-I-20-2-F;Los Morritos;2011;20
ISPMLM-261011-RS-I-20-3-F;Los Morritos;2011;21
ISPMLM-261011-SD-D-15-1-F;Los Morritos;2011;22
ISPMLM-261011-SD-D-15-2-F;Los Morritos;2011;23
ISPMLM-261011-SD-D-15-3-F;Los Morritos;2011;24
ISPMPR-260111-NB-I-20-1-F;Punta Rabijunco;2011;1
ISPMPR-260111-NB-I-20-2-F;Punta Rabijunco;2011;2
ISPMPR-260111-NB-I-20-3-F;Punta Rabijunco;2011;3
ISPMPR-261011-AH-D-5-1-F;Punta Rabijunco;2011;4
ISPMPR-261011-AH-D-5-2-F;Punta Rabijunco;2011;5
ISPMPR-261011-AH-D-5-3-F;Punta Rabijunco;2011;6
ISPMPR-261011-AH-I-5-1-F;Punta Rabijunco;2011;7
ISPMPR-261011-AH-I-5-2-F;Punta Rabijunco;2011;8
ISPMPR-261011-AH-I-5-3-F;Punta Rabijunco;2011;9
ISPMPR-261011-JT-I-15-1-F;Punta Rabijunco;2011;10
ISPMPR-261011-JT-I-15-2-F;Punta Rabijunco;2011;11
ISPMPR-261011-JT-I-15-3-F;Punta Rabijunco;2011;12
ISPMPR-261011-LE-I-10-1-F;Punta Rabijunco;2011;13
ISPMPR-261011-LE-I-10-2-F;Punta Rabijunco;2011;14
ISPMPR-261011-LE-I-10-3-F;Punta Rabijunco;2011;15
ISPMPR-261011-NB-D-20-1-F;Punta Rabijunco;2011;16
ISPMPR-261011-NB-D-20-2-F;Punta Rabijunco;2011;17
ISPMPR-261011-NB-D-20-3-F;Punta Rabijunco;2011;18
ISPMPR-261011-RS-D-10-1-F;Punta Rabijunco;2011;19
ISPMPR-261011-RS-D-10-2-F;Punta Rabijunco;2011;20
ISPMPR-261011-RS-D-10-3-F;Punta Rabijunco;2011;21
ISPMPR-261011-SD-D-15-1-F;Punta Rabijunco;2011;22
ISPMPR-261011-SD-D-15-2-F;Punta Rabijunco;2011;23
ISPMPR-261011-SD-D-15-3-F;Punta Rabijunco;2011;24
ISPMAC-291012-DT-D-20-1-F;Arroyo del Cartelón;2012;1
ISPMAC-291012-DT-D-20-2-F;Arroyo del Cartelón;2012;2
ISPMAC-291012-DT-D-20-3-F;Arroyo del Cartelón;2012;3
ISPMAC-291012-JT-I-15-1-F;Arroyo del Cartelón;2012;4
ISPMAC-291012-JT-I-15-2-F;Arroyo del Cartelón;2012;5
ISPMAC-291012-JT-I-15-3-F;Arroyo del Cartelón;2012;6
ISPMAC-291012-LE-I-20-1-F;Arroyo del Cartelón;2012;7
ISPMAC-291012-LE-I-20-2-F;Arroyo del Cartelón;2012;8
ISPMAC-291012-LE-I-20-3-F;Arroyo del Cartelón;2012;9
ISPMAC-291012-NB-D-15-1-F;Arroyo del Cartelón;2012;10
ISPMAC-291012-NB-D-15-2-F;Arroyo del Cartelón;2012;11
ISPMAC-291012-NB-D-15-3-F;Arroyo del Cartelón;2012;12
ISPMAC-291012-SD-D-5-1-F;Arroyo del Cartelón;2012;13
ISPMAC-291012-SD-D-5-2-F;Arroyo del Cartelón;2012;14
ISPMAC-291012-SD-D-5-3-F;Arroyo del Cartelón;2012;15
ISPMAC-291012-SD-I-5-1-F;Arroyo del Cartelón;2012;16
ISPMAC-291012-SD-I-5-2-F;Arroyo del Cartelón;2012;17
ISPMAC-291012-SD-I-5-3-F;Arroyo del Cartelón;2012;18
ISPMAC-291012-UB-D-10-1-F;Arroyo del Cartelón;2012;19
ISPMAC-291012-UB-D-10-2-F;Arroyo del Cartelón;2012;20
ISPMAC-291012-UB-D-10-3-F;Arroyo del Cartelón;2012;21
ISPMAC-291012-UB-I-10-1-F;Arroyo del Cartelón;2012;22
ISPMAC-291012-UB-I-10-2-F;Arroyo del Cartelón;2012;23
ISPMAC-291012-UB-I-10-3-F;Arroyo del Cartelón;2012;24
ISPMBB-291012-DT-I-10-1-F;Barra Baya;2012;1
ISPMBB-291012-DT-I-10-2-F;Barra Baya;2012;2
ISPMBB-291012-DT-I-10-3-F;Barra Baya;2012;3
ISPMBB-291012-JT-I-15-1-F;Barra Baya;2012;4
ISPMBB-291012-JT-I-15-2-F;Barra Baya;2012;5
ISPMBB-291012-JT-I-15-3-F;Barra Baya;2012;6
ISPMBB-291012-LE-D-10-1-F;Barra Baya;2012;7
ISPMBB-291012-LE-D-10-2-F;Barra Baya;2012;8
ISPMBB-291012-LE-D-10-3-F;Barra Baya;2012;9
ISPMBB-291012-NB-D-15-1-F;Barra Baya;2012;10
ISPMBB-291012-NB-D-15-2-F;Barra Baya;2012;11
ISPMBB-291012-NB-D-15-3-F;Barra Baya;2012;12
ISPMBB-291012-SD-D-5-1-F;Barra Baya;2012;13
ISPMBB-291012-SD-D-5-2-F;Barra Baya;2012;14
ISPMBB-291012-SD-D-5-3-F;Barra Baya;2012;15
ISPMBB-291012-SD-I-5-1-F;Barra Baya;2012;16
ISPMBB-291012-SD-I-5-2-F;Barra Baya;2012;17
ISPMBB-291012-SD-I-5-3-F;Barra Baya;2012;18
ISPMBB-291012-UB-D-20-1-F;Barra Baya;2012;19
ISPMBB-291012-UB-D-20-2-F;Barra Baya;2012;20
ISPMBB-291012-UB-D-20-3-F;Barra Baya;2012;21
ISPMBB-291012-UB-I-20-1-F;Barra Baya;2012;22
ISPMBB-291012-UB-I-20-2-F;Barra Baya;2012;23
ISPMBB-291012-UB-I-20-3-F;Barra Baya;2012;24
ISPMCR-311012-AL-I-10-1-F;Cueva de la Reserva;2012;1
ISPMCR-311012-AL-I-10-2-F;Cueva de la Reserva;2012;2
ISPMCR-311012-AL-I-10-3-F;Cueva de la Reserva;2012;3
ISPMCR-311012-FP-D-15-1-F;Cueva de la Reserva;2012;4
ISPMCR-311012-FP-D-15-2-F;Cueva de la Reserva;2012;5
ISPMCR-311012-FP-D-15-3-F;Cueva de la Reserva;2012;6
ISPMCR-311012-JT-I-20-1-F;Cueva de la Reserva;2012;7
ISPMCR-311012-JT-I-20-2-F;Cueva de la Reserva;2012;8
ISPMCR-311012-JT-I-20-3-F;Cueva de la Reserva;2012;9
ISPMCR-311012-NB-D-20-1-F;Cueva de la Reserva;2012;10
ISPMCR-311012-NB-D-20-2-F;Cueva de la Reserva;2012;11
ISPMCR-311012-NB-D-20-3-F;Cueva de la Reserva;2012;12
ISPMCR-311012-PR-I-15-1-F;Cueva de la Reserva;2012;13
ISPMCR-311012-PR-I-15-2-F;Cueva de la Reserva;2012;14
ISPMCR-311012-PR-I-15-3-F;Cueva de la Reserva;2012;15
ISPMCR-311012-SD-D-5-1-F;Cueva de la Reserva;2012;16
ISPMCR-311012-SD-D-5-2-F;Cueva de la Reserva;2012;17
ISPMCR-311012-SD-D-5-3-F;Cueva de la Reserva;2012;18
ISPMCR-311012-SD-I-5-1-F;Cueva de la Reserva;2012;19
ISPMCR-311012-SD-I-5-2-F;Cueva de la Reserva;2012;20
ISPMCR-311012-SD-I-5-3-F;Cueva de la Reserva;2012;21
ISPMCR-311012-UB-D-10-1-F;Cueva de la Reserva;2012;22
ISPMCR-311012-UB-D-10-2-F;Cueva de la Reserva;2012;23
ISPMCR-311012-UB-D-10-3-F;Cueva de la Reserva;2012;24
ISPMCB-301012-DT-D-15-1-F;Cueva del Biólogo;2012;1
ISPMCB-301012-DT-D-15-2-F;Cueva del Biólogo;2012;2
ISPMCB-301012-DT-D-15-3-F;Cueva del Biólogo;2012;3
ISPMCB-301012-FP-D-10-1-F;Cueva del Biólogo;2012;4
ISPMCB-301012-FP-D-10-2-F;Cueva del Biólogo;2012;5
ISPMCB-301012-FP-D-10-3-F;Cueva del Biólogo;2012;6
ISPMCB-301012-FP-I-10-1-F;Cueva del Biólogo;2012;7
ISPMCB-301012-FP-I-10-2-F;Cueva del Biólogo;2012;8
ISPMCB-301012-FP-I-10-3-F;Cueva del Biólogo;2012;9
ISPMCB-301012-JT-I-20-1-F;Cueva del Biólogo;2012;10
ISPMCB-301012-JT-I-20-2-F;Cueva del Biólogo;2012;11
ISPMCB-301012-JT-I-20-3-F;Cueva del Biólogo;2012;12
ISPMCB-301012-LE-I-15-1-F;Cueva del Biólogo;2012;13
ISPMCB-301012-LE-I-15-2-F;Cueva del Biólogo;2012;14
ISPMCB-301012-LE-I-15-3-F;Cueva del Biólogo;2012;15
ISPMCB-301012-NB-D-20-1-F;Cueva del Biólogo;2012;16
ISPMCB-301012-NB-D-20-2-F;Cueva del Biólogo;2012;17
ISPMCB-301012-NB-D-20-3-F;Cueva del Biólogo;2012;18
ISPMCB-301012-SD-D-5-1-F;Cueva del Biólogo;2012;19
ISPMCB-301012-SD-D-5-2-F;Cueva del Biólogo;2012;20
ISPMCB-301012-SD-D-5-3-F;Cueva del Biólogo;2012;21
ISPMCB-301012-SD-I-5-1-F;Cueva del Biólogo;2012;22
ISPMCB-301012-SD-I-5-2-F;Cueva del Biólogo;2012;23
ISPMCB-301012-SD-I-5-3-F;Cueva del Biólogo;2012;24
ISPMLM-301012-AL-I-5-2-F;Los Morritos;2012;1
ISPMLM-311012-AL-I-5-1-F;Los Morritos;2012;2
ISPMLM-311012-AL-I-5-3-F;Los Morritos;2012;3
ISPMLM-311012-DT-I-10-1-F;Los Morritos;2012;4
ISPMLM-311012-DT-I-10-2-F;Los Morritos;2012;5
ISPMLM-311012-DT-I-10-3-F;Los Morritos;2012;6
ISPMLM-311012-FP-D-20-1-F;Los Morritos;2012;7
ISPMLM-311012-FP-D-20-2-F;Los Morritos;2012;8
ISPMLM-311012-FP-D-20-3-F;Los Morritos;2012;9
ISPMLM-311012-JT-D-15-1-F;Los Morritos;2012;10
ISPMLM-311012-JT-D-15-2-F;Los Morritos;2012;11
ISPMLM-311012-JT-D-15-3-F;Los Morritos;2012;12
ISPMLM-311012-LE-D-10-1-F;Los Morritos;2012;13
ISPMLM-311012-LE-D-10-2-F;Los Morritos;2012;14
ISPMLM-311012-LE-D-10-3-F;Los Morritos;2012;15
ISPMLM-311012-NB-I-15-1-F;Los Morritos;2012;16
ISPMLM-311012-NB-I-15-2-F;Los Morritos;2012;17
ISPMLM-311012-NB-I-15-3-F;Los Morritos;2012;18
ISPMLM-311012-PR-I-20-1-F;Los Morritos;2012;19
ISPMLM-311012-PR-I-20-2-F;Los Morritos;2012;20
ISPMLM-311012-PR-I-20-3-F;Los Morritos;2012;21
ISPMLM-311012-UB-D-5-1-F;Los Morritos;2012;22
ISPMLM-311012-UB-D-5-2-F;Los Morritos;2012;23
ISPMLM-311012-UB-D-5-3-F;Los Morritos;2012;24
ISPMPR-301012-AL-I-15-1-F;Punta Rabijunco;2012;1
ISPMPR-301012-AL-I-15-2-F;Punta Rabijunco;2012;2
ISPMPR-301012-AL-I-15-3-F;Punta Rabijunco;2012;3
ISPMPR-301012-FP-D-10-1-F;Punta Rabijunco;2012;4
ISPMPR-301012-FP-D-10-2-F;Punta Rabijunco;2012;5
ISPMPR-301012-FP-D-10-3-F;Punta Rabijunco;2012;6
ISPMPR-301012-FP-I-10-1-F;Punta Rabijunco;2012;7
ISPMPR-301012-FP-I-10-2-F;Punta Rabijunco;2012;8
ISPMPR-301012-FP-I-10-3-F;Punta Rabijunco;2012;9
ISPMPR-301012-LE-D-20-1-F;Punta Rabijunco;2012;10
ISPMPR-301012-LE-D-20-2-F;Punta Rabijunco;2012;11
ISPMPR-301012-LE-D-20-3-F;Punta Rabijunco;2012;12
ISPMPR-301012-UB-D-15-1-F;Punta Rabijunco;2012;13
ISPMPR-301012-UB-D-15-2-F;Punta Rabijunco;2012;14
ISPMPR-301012-UB-D-15-3-F;Punta Rabijunco;2012;15
ISPMAC-151113-DT-D-20-1-F;Arroyo del Cartelón;2013;1
ISPMAC-151113-DT-D-20-2-F;Arroyo del Cartelón;2013;2
ISPMAC-151113-DT-D-20-3-F;Arroyo del Cartelón;2013;3
ISPMAC-151113-DT-I-20-1-F;Arroyo del Cartelón;2013;4
ISPMAC-151113-DT-I-20-2-F;Arroyo del Cartelón;2013;5
ISPMAC-151113-DT-I-20-3-F;Arroyo del Cartelón;2013;6
ISPMAC-151113-SD-D-10-1-F;Arroyo del Cartelón;2013;7
ISPMAC-151113-SD-D-10-2-F;Arroyo del Cartelón;2013;8
ISPMAC-151113-SD-D-10-3-F;Arroyo del Cartelón;2013;9
ISPMAC-151113-SD-D-5-1-F;Arroyo del Cartelón;2013;10
ISPMAC-151113-SD-D-5-2-F;Arroyo del Cartelón;2013;11
ISPMAC-151113-SD-D-5-3-F;Arroyo del Cartelón;2013;12
ISPMAC-151113-SD-I-10-1-F;Arroyo del Cartelón;2013;13
ISPMAC-151113-SD-I-10-2-F;Arroyo del Cartelón;2013;14
ISPMAC-151113-SD-I-10-3-F;Arroyo del Cartelón;2013;15
ISPMAC-151113-SD-I-5-1-F;Arroyo del Cartelón;2013;16
ISPMAC-151113-SD-I-5-2-F;Arroyo del Cartelón;2013;17
ISPMAC-151113-SD-I-5-3-F;Arroyo del Cartelón;2013;18
ISPMAC-151113-UB-D-15-1-F;Arroyo del Cartelón;2013;19
ISPMAC-151113-UB-D-15-2-F;Arroyo del Cartelón;2013;20
ISPMAC-151113-UB-D-15-3-F;Arroyo del Cartelón;2013;21
ISPMAC-151113-UB-I-15-1-F;Arroyo del Cartelón;2013;22
ISPMAC-151113-UB-I-15-2-F;Arroyo del Cartelón;2013;23
ISPMAC-151113-UB-I-15-3-F;Arroyo del Cartelón;2013;24
ISPMBB-151113-FP-D-15-1-F;Barra Baya;2013;1
ISPMBB-151113-FP-D-15-2-F;Barra Baya;2013;2
ISPMBB-151113-FP-D-15-3-F;Barra Baya;2013;3
ISPMBB-151113-SD-D-10-1-F;Barra Baya;2013;4
ISPMBB-151113-SD-D-10-2-F;Barra Baya;2013;5
ISPMBB-151113-SD-D-10-3-F;Barra Baya;2013;6
ISPMBB-151113-SD-D-20-1-F;Barra Baya;2013;7
ISPMBB-151113-SD-D-20-2-F;Barra Baya;2013;8
ISPMBB-151113-SD-D-20-3-F;Barra Baya;2013;9
ISPMBB-151113-SD-D-5-1-F;Barra Baya;2013;10
ISPMBB-151113-SD-D-5-2-F;Barra Baya;2013;11
ISPMBB-151113-SD-D-5-3-F;Barra Baya;2013;12
ISPMBB-151113-SD-I-10-1-F;Barra Baya;2013;13
ISPMBB-151113-SD-I-10-2-F;Barra Baya;2013;14
ISPMBB-151113-SD-I-10-3-F;Barra Baya;2013;15
ISPMBB-151113-SD-I-15-1-F;Barra Baya;2013;16
ISPMBB-151113-SD-I-15-2-F;Barra Baya;2013;17
ISPMBB-151113-SD-I-15-3-F;Barra Baya;2013;18
ISPMBB-151113-SD-I-20-1-F;Barra Baya;2013;19
ISPMBB-151113-SD-I-20-2-F;Barra Baya;2013;20
ISPMBB-151113-SD-I-20-3-F;Barra Baya;2013;21
ISPMBB-151113-SD-I-5-1-F;Barra Baya;2013;22
ISPMBB-151113-SD-I-5-2-F;Barra Baya;2013;23
ISPMBB-151113-SD-I-5-3-F;Barra Baya;2013;24
ISPMCR-161113-DT-D-20-1-F;Cueva de la Reserva;2013;1
ISPMCR-161113-DT-D-20-2-F;Cueva de la Reserva;2013;2
ISPMCR-161113-DT-D-20-3-F;Cueva de la Reserva;2013;3
ISPMCR-161113-DT-I-20-1-F;Cueva de la Reserva;2013;4
ISPMCR-161113-DT-I-20-2-F;Cueva de la Reserva;2013;5
ISPMCR-161113-DT-I-20-3-F;Cueva de la Reserva;2013;6
ISPMCR-161113-LE-D-15-1-F;Cueva de la Reserva;2013;7
ISPMCR-161113-LE-D-15-2-F;Cueva de la Reserva;2013;8
ISPMCR-161113-LE-D-15-3-F;Cueva de la Reserva;2013;9
ISPMCR-161113-LE-I-15-1-F;Cueva de la Reserva;2013;10
ISPMCR-161113-LE-I-15-2-F;Cueva de la Reserva;2013;11
ISPMCR-161113-LE-I-15-3-F;Cueva de la Reserva;2013;12
ISPMCR-161113-SD-D-10-1-F;Cueva de la Reserva;2013;13
ISPMCR-161113-SD-D-10-2-F;Cueva de la Reserva;2013;14
ISPMCR-161113-SD-D-10-3-F;Cueva de la Reserva;2013;15
ISPMCR-161113-SD-D-5-1-F;Cueva de la Reserva;2013;16
ISPMCR-161113-SD-D-5-2-F;Cueva de la Reserva;2013;17
ISPMCR-161113-SD-D-5-3-F;Cueva de la Reserva;2013;18
ISPMCR-161113-SD-I-10-1-F;Cueva de la Reserva;2013;19
ISPMCR-161113-SD-I-10-2-F;Cueva de la Reserva;2013;20
ISPMCR-161113-SD-I-10-3-F;Cueva de la Reserva;2013;21
ISPMCR-161113-SD-I-5-1-F;Cueva de la Reserva;2013;22
ISPMCR-161113-SD-I-5-2-F;Cueva de la Reserva;2013;23
ISPMCR-161113-SD-I-5-3-F;Cueva de la Reserva;2013;24
ISPMCB-151113-DT-D-10-1-F;Cueva del Biólogo;2013;1
ISPMCB-151113-DT-D-10-2-F;Cueva del Biólogo;2013;2
ISPMCB-151113-DT-D-10-3-F;Cueva del Biólogo;2013;3
ISPMCB-151113-DT-I-10-1-F;Cueva del Biólogo;2013;4
ISPMCB-151113-DT-I-10-2-F;Cueva del Biólogo;2013;5
ISPMCB-151113-DT-I-10-3-F;Cueva del Biólogo;2013;6
ISPMCB-151113-NB-D-15-1-F;Cueva del Biólogo;2013;7
ISPMCB-151113-NB-D-15-2-F;Cueva del Biólogo;2013;8
ISPMCB-151113-NB-D-15-3-F;Cueva del Biólogo;2013;9
ISPMCB-151113-NB-D-5-1-F;Cueva del Biólogo;2013;10
ISPMCB-151113-NB-D-5-2-F;Cueva del Biólogo;2013;11
ISPMCB-151113-NB-D-5-3-F;Cueva del Biólogo;2013;12
ISPMCB-151113-NB-I-15-1-F;Cueva del Biólogo;2013;13
ISPMCB-151113-NB-I-15-2-F;Cueva del Biólogo;2013;14
ISPMCB-151113-NB-I-15-3-F;Cueva del Biólogo;2013;15
ISPMCB-151113-NB-I-5-1-F;Cueva del Biólogo;2013;16
